STATE,FACILITY ID,FACILITY NAME,FACILITY ADDRESS,FACILITY STATUS,FACILITY CATEGORY,NO. OF STALLS,MONTHLY INVENTORY,PARKWHIZ,# of stall,WAY.COM,# of stall,NEIGHBOR,# of stall,SPACER,# of stall,GPS COORDINATES,FACILITY NOTES,REVENUE CATEGORY,LANDLORD,"FACILITY LOCATION
FOR WINTER SEASON",REMARKS LAST WINTER 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,85424,53 Quint Ave. - Spots #1 or #2 Only ,"53 Quint Avenue Boston, MA, 02134",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.351222,-71.133944",,FIXED,Parking Boston Inc.-Jasmine Taylor ,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,107042,53 Saunders St. - Driveway Spot,"53 Saunders Street, Boston, MA, 02134",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.354083,-71.141722",,FIXED,June Homes - Ferran ,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,110701,53 Sycamore St. - Driveway Spot,"53 Sycamore St, Somerville, MA 02145, USA",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.389861,-71.100389",,70/30,JuneHomes US inc. - Ferran ,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,530 W Barry Ave. - Spot #16 Only (ARCHIVED),"530 W Barry Ave, Chicago, IL 60657, USA",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.937778,-87.643194",,FIXED,Brent Taghap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,88926,531 G St. SW - Spot M Only,"531 G St SW, Washington, DC 20024, USA",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"38.88181,-77.02012",,FIXED,Jesse Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,,5335 42nd Pl. NW - Alley Spot (ARCHIVED),"5335 42nd Pl NW, Washington, DC 20015, USA",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,NIna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,38331,"535 Newbury St. - Spot #1 , 2 or 3 only","535 Newbury Street, Boston, MA 02215",IN OPERATION,Events and Daily ONLY,3,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.348323, -71.094099",,FIXED,Parking Boston Inc. - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,129776,54-76 Egmont St. (61 Thatcher St.) - Garage Spot #12 Only,"54-76 Egmont Street, Brookline, MA 02446",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'55.2""N 71°07'00.5""W",,,Anna Levitan,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,18074,546 W Deming Pl. - Spot #14,"546 West Deming Place, Chicago, IL 60614",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.928611,-87.644222",,FIXED,Old Spot Maintenaance Guy,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,28300,546 W Deming Pl. - Spots #15 or 16 Only,"546 West Deming Place, Chicago, IL 60614",IN OPERATION,Daily Only,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.928611,-87.644222",,FIXED,Old Spot Maintenaance Guy,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24442,55 Etna St. - Right spot only,"55 Etna Street, Boston, MA 02135",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.353611,-71.147889",,70/30,Stella Chan,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,88201,55 Magazine St. - Garage Spot #5 or #6 Only,"55 Magazine Street, Cambridge, MA, 02139",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.362583,-71.108083",,70/30,Rina Peselman,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,88200,55 Magazine St. - Left Garage,"55 Magazine Street, Cambridge, MA, 02139",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.363028,-71.107694",,FIXED,Rina Peselman,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24339,55 Magazine St. - Spot #10 or #11 Only,"55 Magazine Street, Cambridge, MA 02139",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.362583,-71.108083",,FIXED,(Old Spot)- Michael Gorenstein,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24340,55 Magazine St. - Spot #2 Only,"55 Magazine Street, Cambridge, MA 02139",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.362583,-71.108083",,FIXED,Old Spot - Michael Gorenstein,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,82717,55 Magazine St. - Spot #9 Only,"55 Magazine Street Cambridge, MA, 02139",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.362528,-71.107417",,FIXED,Shaonan Snail,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,55 Saint Stephen St. - Right Side Only (ARCHIVED),"55 Saint Stephen Street Boston, MA, 02115",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,132810,5536 N Glenwood Ave. - Right Spot Only,"5536 North Glenwood Avenue, Chicago, IL 60640",PERMANENTLY CLOSED,MONTHLY ONLY,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41°58'57.6""N 87°39'56.4""W",,FIXED,Alexandre Lang,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,49125,56 Queensberry - Personal Spots #1-4,"56 Queensberry Street, Boston, MA 02215",IN OPERATION,Daily Monthly & Event,4,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'32.6""N 71°05'50.5""W",,FIXED,ALPHA MANAGEMENT,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,26225,56 St Stephen St- Compact Only Spots,"56 Saint Stephen Street, Boston, MA 02115",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'31.0""""N 71°05'13.0""""W",,FIXED,Alp Kantar; Puspa Jelita,Steep Access(inclined),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,56-58 Gainsborough St. - Alley Spots (ARCHIVED),"58 Gainsborough Street, Boston, MA, 02115",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Alp Kantar; Puspa Jelita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,93050,"57 Quint Ave. - Spot #1, 2 or 3","57 Quint Ave, Allston, MA 02134",IN OPERATION,Daily Only,3,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.351054, -71.134180",,FIXED,Benny Huang,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,129577,"57 Burrell St. - Parallel Spot #1, #2 or #3 Only","57 Burrell Street, Boston, MA, 02119",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°19'23.3""N 71°04'11.9""W",,,Alp Kantar; Puspa Jelita,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,,575 Prospect St. Lot - Spot #2 & 3 (ARCHIVED),"575 Prospect Street, San Carlos, CA 94070",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,136870,"58 Queensberry St. - Spots #6, 7, 8, 9, 10, 11, 12 or #13 Only","58 Queensberry Street, Boston, MA 02215",IN OPERATION,Daily Monthly & Event,6,5,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'32.2""N 71°05'50.7""W
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,21898,5827 N Magnolia Ave. - Spot #1 or 2 Only,"5827 North Magnolia Avenue, Chicago, IL 60660",IN OPERATION,Daily Only,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.987806,-87.660944",,FIXED,Tom Moran- Julie Moran ,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,86352,588 Columbus Ave.- Left Spot Only,"588 Columbus Ave, Boston, MA 02118, USA",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'21.1""N 71°04'53.3""W",,FIXED,Parking Boston Inc. - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,59 Glenwood Rd. - Left Spot Only,"59 Glenwood Rd, Somerville, MA 02145, USA",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.394222,-71.102528",,70/30,June Homes - Ferran ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24537,59 Hillside St. - Driveway,"59 Hillside Street, Boston, MA 02120",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Alp Kantar; Puspa Jelita,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,132935,599 E 3rd St. - Spot #1 or #2 Only,"599 East 3rd Street, Boston, MA, 02127",IN OPERATION,Daily Only,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'10.6""N 71°02'09.0""W",,,Theodore Goldberg,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,5912 S Archer Ave. - Street Parking (ARCHIVED),"5912 S Archer Ave, Chicago, IL 60638",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.795775,-87.763399",,70/30,andrzej/ Christine Gasienica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,6 Colliston Rd. - Spot #6D (ARCHIVED),"6 Colliston Road, Boston, MA 02135",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,"6 Durham St- Parallel Spots # 5, 6, & 7 (ARCHIVED)","6 Durham Street Somerville, MA, 02143",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,92552,6 Durham St. - Right or Left Garage Spots Only,"6 Durham Street, Somerville, MA 02143",IN OPERATION,Daily Only,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.379,-71.105778","RIGHT SIDE: put in the code 
"" 2345 "" , PRESS ""ENTER""
 
LEFT SIDE: No code needed: Use the top Liftmaster garage controller and press ""LIFT"" to open the garage door.",FIXED,Gilman Real Estate Group - Emmanuel Doe,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,151387,6 Garfield Ave. - Lot,"6 Garfield Avenue Somerville, MA 02145",IN OPERATION,Daily&Monthly,15,14,Listed,5,Not Listed,,Listed,1,Not Listed,,"42°23'22.2""N 71°05'11.1""W",,70/30,6 Garfield Realty Trus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,6 Germania St. - Personal Spots # 2 or 3 (ARCHIVED),"6 Germania Street, Boston, MA 02130",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc. - Jasmine Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,128126,6 Harleston St. - Spot #3 Only,"6 Harleston Street, Boston, MA 02120",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°19'44.7""N 71°06'08.1""W",,,MRP Harleston LLC - Rishi Palriwala,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24446,6 Mission St. - Spot #1 or 2,"6 Mission Street, Boston, MA 02115",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3325,-71.107306",,FIXED,Alp Kantar; Puspa Jelita,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,53613,6 Saint Paul St. – Spot #1 or #2,"6 Saint Paul Street, Cambridge, MA 02139",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.367583,-71.103028",,FIXED,Robert Nunberg,Plain(Flat) Access,Landlord has different snow contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,6 Whittier Pl. (7 Whittier Pl.) (ARCHIVED),"7 Whittier Pl, Boston, MA 02114, USA",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,John Zhang ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL ,118422,600 12th St. - Spot #1 Only,"600 12th St, Miami Beach, FL 33139, USA",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"25.782722,-80.134556",,FIXED,Lenox Manor LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,123603,600 3rd St. SW - Spot #45 Only,"600 3rd Street Southwest, Washington, DC, 20024",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"38.882025,-77.014982",,FIXED,Jack & Brian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,6001 S Kilpatrick Ave. - Fenced Driveway Spot - (ARCHIVED),"6001 South Kilpatrick Avenue Chicago, IL, 60629",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Jonathan Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,97209,601 G St SW (609 G St. SW) - Space R Only,"601 G St SW, Washington, DC 20024",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"38.881528,-77.020111",,FIXED,Paul F Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,89061,609 G St. SW - Spot #10 Only,"609 G Street Southwest Washington, DC, 20024",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"38.882083,-77.018389",,FIXED,Paul F Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,60-05 Egmont St. - Spot #5 (ARCHIVED),"60 Egmont Street Brookline, MA, 02446",PERMANENTLY CLOSED,Events and Daily ONLY,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'55.1""N 71°07'00.5""W",,FIXED,Yuankun Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,146659,"6023 N Kenmore Ave. - Spots #1, #2, #5 or #6 Only","6023 North Kenmore Avenue Chicago, IL 60660",IN OPERATION,Daily Only,4,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41°59'29.9""N 87°39'22.2""W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,107500,61 Lithgow St. - Spot #3 Only,"61 Lithgow St, Boston, MA 02124, USA",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.290306,-71.067833",,70/30,JuneHomes- Ferran ,Steep Access(inclined),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24640,61 Park Dr. - Spot G,"61 Park Drive, Boston, MA 02215",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.343,-71.0955",,FIXED,Alexa Dealy/ Jasmine,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
